🕘️更新时间,#genre#
黑龙江新闻法治,https://satellitepull.cnr.cn/live/wx32hljxwgb/playlist.m3u8
七台河新闻综合,http://live.qthnews.org.cn:1935/live/live1/800k/tzwj_video.m3u8
双鸭山综合,http://live.qthnews.org.cn:1935/live/live2/800k/tzwj_video.m3u8
七台河民生社教,http://yp.qqqtv.top/1/api.php?id=%E4%B8%83%E5%8F%B0%E6%B2%B3%E6%B0%91%E7%94%9F%E7%A4%BE%E6%95%99&auth=666858

🌊港·澳·台,#genre#
凤凰中文,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226331/index.m3u8?servicetype=1
凤凰中文,http://36.159.28.196:6610/PLTV/77777777/224/3221226331/index.m3u8?
凤凰中文,http://39.135.46.246:6610/PLTV/77777777/224/3221226331/index.m3u8?
凤凰中文,http://8.138.7.223/tv/gdmzyd.php?id=4
凤凰资讯,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226324/index.m3u8?servicetype=1
凤凰资讯,http://36.159.28.196:6610/PLTV/77777777/224/3221226324/index.m3u8?
凤凰资讯,http://39.135.46.246:6610/PLTV/77777777/224/3221226324/index.m3u8?
凤凰资讯,http://rihou.cc:555/tv/[SX]凤凰资讯
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
凤凰香港,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226321/index.m3u8?servicetype=1
凤凰香港,http://36.159.28.196:6610/PLTV/77777777/224/3221226321/index.m3u8?
凤凰香港,http://39.135.46.246:6610/PLTV/77777777/224/3221226321/index.m3u8?
凤凰香港,http://pull-vivek.speedws.com/live/aaafhxg.flv
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8?
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来体育,http://zb.xmzb.xyz/123.php?id=⚽马上oppppp一纬来体育
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
Viutv,https://turkmedya-live.ercdn.net/tv360/tv360.m3u8
三立台湾,http://zb.xmzb.xyz/123.php?id=⚽马上oppppp一三立台湾
三立新闻,http://zb.xmzb.xyz/123.php?id=⚽马上oppppp一三立INEW
东森超视,rtmp://f13h.mine.nu/sat/tv331

🎬电影频道,#genre#
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
CHC家庭影院,http://118.251.18.81:8188/udp/239.76.252.241:9000
CHC家庭影院,http://118.251.18.81:8188/udp/239.76.245.241:1234
CHC动作电影,https://iptv.catvod.com/live.php?id=CHC%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1&line=1
CHC动作电影,https://iptv.catvod.com/live.php?id=CHC%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1&line=2
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
CHC动作电影,http://171.119.206.205:6000/rtp/226.0.2.94:8012
CHC动作电影,http://219.156.32.8:4022/rtp/225.1.4.208:1261
淘剧场,http://115.171.80.79:1688/rtp/225.1.8.37:8002
淘剧场,http://111.196.132.166:20000/rtp/239.3.1.95:8001
淘娱乐,http://114.254.86.213:8888/rtp/239.3.1.100:8001
淘娱乐,http://115.171.80.79:1688/rtp/225.1.8.61:8002
淘电影,http://114.254.86.213:8888/rtp/239.3.1.250:8001
NewTV惊悚悬疑,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225746/index.m3u8?servicetype=1
NewTV惊悚悬疑,http://36.159.28.196:6610/PLTV/77777777/224/3221225746/index.m3u8?
NewTV惊悚悬疑,http://39.135.46.246:6610/PLTV/77777777/224/3221225746/index.m3u8?
NewTV惊悚悬疑,https://iptv.catvod.com/live.php?id=NewTV%E6%83%8A%E6%82%9A%E6%82%AC%E7%96%91
NewTV动作电影,https://iptv.catvod.com/live.php?id=NewTV%E5%8A%A8%E4%BD%9C%E7%94%B5%E5%BD%B1
经典电影,http://zb.xmzb.xyz/888.php?id=be一一经典电影
天映经典,http://pull-vivek.speedws.com/live/aaatyjd.flv

🎥咪咕直播,#genre#

🏀体育频道,#genre#
CCTV-5,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225660/index.m3u8?servicetype=1
CCTV-5,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225801/index.m3u8?servicetype=1
CCTV-5,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225925/index.m3u8?servicetype=1
CCTV-5,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226359/index.m3u8?servicetype=1
CCTV-5,http://36.159.28.196:6610/PLTV/77777777/224/3221225660/index.m3u8?
CCTV-5+,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225712/index.m3u8?servicetype=1
CCTV-5+,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225998/index.m3u8?servicetype=1
CCTV-5+,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226363/index.m3u8?servicetype=1
CCTV-5+,http://36.159.28.196:6610/PLTV/77777777/224/3221225712/index.m3u8?
CCTV-5+,http://36.159.28.196:6610/PLTV/77777777/224/3221225998/index.m3u8?
睛彩篮球,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225961/index.m3u8?servicetype=1
睛彩篮球,http://36.159.28.196:6610/PLTV/77777777/224/3221225961/index.m3u8?
睛彩篮球,http://39.135.46.246:6610/PLTV/77777777/224/3221225961/index.m3u8?
睛彩广场舞,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226326/index.m3u8?servicetype=1
睛彩广场舞,http://36.159.28.196:6610/PLTV/77777777/224/3221226326/index.m3u8?
睛彩广场舞,http://39.135.46.246:6610/PLTV/77777777/224/3221226326/index.m3u8?
睛彩广场舞,https://iptv.catvod.com/live.php?id=%E7%9D%9B%E5%BD%A9%E5%B9%BF%E5%9C%BA%E8%88%9E
睛彩广场舞,http://114.254.86.213:8888/rtp/239.3.1.128:8001
天元围棋,http://106.116.127.35:4022/rtp/239.254.201.156:6270
天元围棋,http://60.4.29.183:8077/rtp/239.253.93.211:6389
快乐垂钓,https://iptv.catvod.com/live.php?id=%E5%BF%AB%E4%B9%90%E5%9E%82%E9%92%93&line=1
快乐垂钓,http://60.4.29.183:8077/rtp/239.253.93.213:6391
快乐垂钓,http://1.192.240.99:8188/rtp/239.16.20.67:10670

🪁动画频道,#genre#
卡酷动画,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226440/index.m3u8?servicetype=1
卡酷动画,http://36.159.28.196:6610/PLTV/77777777/224/3221226440/index.m3u8?
卡酷动画,http://39.135.46.246:6610/PLTV/77777777/224/3221226440/index.m3u8?
新动漫,https://iptv.catvod.com/live.php?id=%E6%96%B0%E5%8A%A8%E6%BC%AB&line=1
金鹰卡通,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226404/index.m3u8?servicetype=1
金鹰卡通,http://36.159.28.196:6610/PLTV/77777777/224/3221226404/index.m3u8?
金鹰卡通,http://39.135.46.246:6610/PLTV/77777777/224/3221226404/index.m3u8?
金鹰卡通,http://221.13.235.211:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://125.43.240.161:9901/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8

🎮游戏频道,#genre#
游戏风云,http://1.192.240.99:8188/rtp/239.16.20.112:11120

🎵音乐频道,#genre#
CCTV-15,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225693/index.m3u8?servicetype=1
CCTV-15,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221225945/index.m3u8?servicetype=1
CCTV-15,http://cdnrrs.gx.chinamobile.com/PLTV/77777777/224/3221226375/index.m3u8?servicetype=1
CCTV-15,http://36.159.28.196:6610/PLTV/77777777/224/3221225693/index.m3u8?
CCTV-15,http://36.159.28.196:6610/PLTV/77777777/224/3221225945/index.m3u8?
音乐现场,http://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8
音乐现场,https://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8

🏛经典剧场,#genre#
天龙八部,https://txmov2.a.kwimgs.com/upic/2021/02/26/11/BMjAyMTAyMjYxMTAwNTBfNDAzMDAxOTlfNDUwNDcyNzM5MTRfMF8z_b_B75ed716649c36f65fc2354f75dba47a5.mp4
天龙八部,https://godmusic.bs2dl.yy.com/dHZlZmVhMWUxMDYzYjQ0ZmJkYjU4MmE4NDlkYjRmNmMxMy0xMTY2Mzk0Njky?Cf=cf.mp4
鹿鼎记,https://lunbo.freetv.top/yy/1382736920
